Pfam_ID	Description
PF13599	Pentapeptide repeats (9 copies)
PF13602	Zinc-binding dehydrogenase
PF13603	Leucyl-tRNA synthetase, Domain 2
PF13604	AAA domain
PF13606	Ankyrin repeat
PF13607	Succinyl-CoA ligase like flavodoxin domain
PF13609	Gram-negative porin
PF13610	DDE domain
PF13614	AAA domain
PF13616	PPIC-type PPIASE domain
PF13620	Carboxypeptidase regulatory-like domain
PF13621	Cupin-like domain
PF13622	Thioesterase-like superfamily
PF13623	SurA N-terminal domain
PF13624	SurA N-terminal domain
PF13625	Helicase conserved C-terminal domain
PF13632	Glycosyl transferase family group 2
PF13634	Nucleoporin FG repeat region
PF13637	Ankyrin repeats (many copies)
PF13638	PIN domain
PF13639	Ring finger domain
PF13640	2OG-Fe(II) oxygenase superfamily
PF13641	Glycosyltransferase like family 2
PF13646	HEAT repeats
PF13649	Methyltransferase domain
PF13654	AAA domain
PF13656	RNA polymerase Rpb3/Rpb11 dimerisation domain
PF13657	HipA N-terminal domain
PF13661	2OG-Fe(II) oxygenase superfamily
PF13662	Toprim domain
PF13667	ThiC-associated domain
PF13669	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF13671	AAA domain
PF13672	Protein phosphatase 2C
PF13673	Acetyltransferase (GNAT) domain
PF13675	Type IV pili methyl-accepting chemotaxis transducer N-term
PF13676	TIR domain
PF13679	Methyltransferase domain
PF13683	Integrase core domain
PF13685	Iron-containing alcohol dehydrogenase
PF13688	Metallo-peptidase family M12
PF13692	Glycosyl transferases group 1
PF13696	Zinc knuckle
PF13700	Domain of unknown function (DUF4158)
PF13702	Lysozyme-like
PF13704	Glycosyl transferase family 2
PF13715	CarboxypepD_reg-like domain
PF13716	Divergent CRAL/TRIO domain
PF13722	5TM C-terminal transporter carbon starvation CstA
PF13726	Na+-H+ antiporter family
PF13728	F plasmid transfer operon protein
PF13730	Helix-turn-helix domain
PF13733	N-terminal region of glycosyl transferase group 7
PF13738	Pyridine nucleotide-disulphide oxidoreductase
PF13739	Deacetylase PdaC
PF13742	OB-fold nucleic acid binding domain
PF13746	4Fe-4S dicluster domain
PF13749	Putative ATP-dependent DNA helicase recG C-terminal
PF13757	Vault protein inter-alpha-trypsin domain
PF13758	Prefoldin subunit
PF13765	SPRY-associated domain
PF13768	von Willebrand factor type A domain
PF13769	Virulence factor
PF13771	PHD-like zinc-binding domain
PF13774	Regulated-SNARE-like domain
PF13776	Domain of unknown function (DUF4172)
PF13791	Sigma factor regulator C-terminal
PF13793	N-terminal domain of ribose phosphate pyrophosphokinase
PF13800	Sigma factor regulator N-terminal
PF13802	Galactose mutarotase-like
PF13809	Tubulin like
PF13812	Pentatricopeptide repeat domain
PF13820	Putative nucleic acid-binding region
PF13821	Domain of unknown function (DUF4187)
PF13823	Alcohol dehydrogenase GroES-associated
PF13831	PHD-finger
PF13832	PHD-zinc-finger like domain
PF13833	EF-hand domain pair
PF13837	Myb/SANT-like DNA-binding domain
PF13838	Clathrin-H-link
PF13839	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p
PF13840	ACT domain
PF13844	Glycosyl transferase family 41
PF13847	Methyltransferase domain
PF13848	Thioredoxin-like domain
PF13853	Olfactory receptor
PF13854	Kelch motif
PF13855	Leucine rich repeat
PF13857	Ankyrin repeats (many copies)
PF13859	BNR repeat-like domain
PF13860	FlgD Ig-like domain
PF13864	Calmodulin-binding
PF13865	C-terminal duplication domain of Friend of PRMT1
PF13868	Trichohyalin-plectin-homology domain
PF13869	Nucleotide hydrolase
PF13871	C-terminal domain on Strawberry notch homologue
PF13872	P-loop containing NTP hydrolase pore-1
PF13873	Myb/SANT-like DNA-binding domain
PF13877	Potential Monad-binding region of RPAP3
PF13882	Bravo-like intracellular region
PF13883	Pyridoxamine 5'-phosphate oxidase
PF13886	Domain of unknown function (DUF4203)
PF13889	Chromosome segregation during meiosis
PF13893	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
PF13894	C2H2-type zinc finger
PF13895	Immunoglobulin domain
PF13896	Glycosyl-transferase for dystroglycan
PF13897	Golgi-dynamics membrane-trafficking
PF13899	Thioredoxin-like
PF13901	Putative zinc-RING and/or ribbon
PF13903	PMP-22/EMP/MP20/Claudin tight junction
PF13905	Thioredoxin-like
PF13906	C-terminus of AA_permease
PF13909	C2H2-type zinc-finger domain
PF13912	C2H2-type zinc finger
PF13914	Phostensin PP1-binding and SH3-binding region
PF13915	Domain of unknown function (DUF4210)
PF13916	PP1-regulatory protein, Phostensin N-terminal
PF13918	PLD-like domain
PF13919	Asx homology domain
PF13920	Zinc finger, C3HC4 type (RING finger)
PF13921	Myb-like DNA-binding domain
PF13922	PHD domain of transcriptional enhancer, Asx
PF13923	Zinc finger, C3HC4 type (RING finger)
PF13926	Domain of unknown function (DUF4211)
PF13927	Immunoglobulin domain
PF13932	GidA associated domain
PF13934	Nuclear pore complex assembly
PF13936	Helix-turn-helix domain
PF13949	ALIX V-shaped domain binding to HIV
PF13953	PapC C-terminal domain
PF13954	PapC N-terminal domain
PF13964	Kelch motif
PF13965	dsRNA-gated channel SID-1
PF13988	Protein of unknown function (DUF4225)
PF13994	PgaD-like protein
PF14002	YniB-like protein
PF14005	YpjP-like protein
PF14016	Protein of unknown function (DUF4232)
PF14051	N-terminal domain of DPF2/REQ.
PF14061	Polycomb-like MTF2 factor 2
PF14073	Centrosome localisation domain of Cep57
PF14149	YhfH-like protein
PF14158	YndJ-like protein
PF14160	Centrosome-associated C terminus
PF14161	Centrosome-associated N terminus
PF14168	YjzC-like protein
PF14179	YppG-like protein
PF14222	Cell morphogenesis N-terminal
PF14225	Cell morphogenesis C-terminal
PF14228	Cell morphogenesis central region
PF14237	GYF domain 2
PF14260	C4-type zinc-finger of DNA polymerase delta
PF14266	Putative component of 'biosynthetic module'
PF14291	Domain of unknown function (DUF4371)
PF14292	SusE outer membrane protein
PF14301	Domain of unknown function (DUF4376)
PF14304	Transcription termination and cleavage factor C-terminal
PF14306	PUA-like domain
PF14310	Fibronectin type III-like domain
PF14324	PINIT domain
PF14327	Hinge domain of cleavage stimulation factor subunit 2
PF14331	ImcF-related N-terminal domain
PF14336	Domain of unknown function (DUF4392)
PF14351	Domain of unknown function (DUF4401)
PF14353	CpXC protein
PF14360	PAP2 superfamily C-terminal
PF14382	Exosome complex exonuclease RRP4 N-terminal region
PF14397	Sugar-transfer associated ATP-grasp
PF14398	YheC/D like ATP-grasp
PF14414	A nuclease of the HNH/ENDO VII superfamily with conserved WHH
PF14429	C2 domain in Dock180 and Zizimin proteins
PF14437	MafB19-like deaminase
PF14438	Ataxin 2 SM domain
PF14443	DBC1
PF14444	S1-like
PF14447	Prokaryotic RING finger family 4
PF14450	Cell division protein FtsA
PF14464	Prokaryotic homologs of the JAB domain
PF14478	Domain of unknown function (DUF4430)
PF14480	DNA polymerase III polC-type N-terminus I
PF14490	Helix-hairpin-helix containing domain
PF14492	Elongation Factor G, domain II
PF14493	Helix-turn-helix domain
PF14497	Glutathione S-transferase, C-terminal domain
PF14500	Dos2-interacting transcription regulator of RNA-Pol-II
PF14501	GHKL domain
PF14513	Diacylglycerol kinase N-terminus
PF14520	Helix-hairpin-helix domain
PF14523	Syntaxin-like protein
PF14526	Integron-associated effector binding protein
PF14527	WhiA LAGLIDADG-like domain
PF14531	Kinase-like
PF14532	Sigma-54 interaction domain
PF14541	Xylanase inhibitor C-terminal
PF14542	GCN5-related N-acetyl-transferase
PF14543	Xylanase inhibitor N-terminal
PF14545	Dof, BCAP, and BANK (DBB) motif,
PF14554	VEGF heparin-binding domain
PF14555	UBA-like domain
PF14559	Tetratricopeptide repeat
PF14560	Ubiquitin-like domain
PF14561	Tetratricopeptide repeat
PF14566	Inositol hexakisphosphate
PF14567	SMI1-KNR4 cell-wall
PF14568	SMI1-KNR4 cell-wall
PF14570	RING/Ubox like zinc-binding domain
PF14572	Phosphoribosyl synthetase-associated domain
PF14573	Acyl-carrier
PF14575	Ephrin type-A receptor 2 transmembrane domain
PF14579	Helix-hairpin-helix motif
PF14580	Leucine-rich repeat
PF14583	Oligogalacturonate lyase
PF14593	PH domain
PF14595	Thioredoxin
PF14596	STAT6 C-terminal
PF14598	PAS domain
PF14602	Hexapeptide repeat of succinyl-transferase
PF14603	Helically-extended SH3 domain
PF14604	Variant SH3 domain
PF14608	RNA-binding, Nab2-type zinc finger
PF14611	Mitochondrial inner-membrane-bound regulator
PF14617	U3-containing 90S pre-ribosomal complex subunit
PF14620	YpeB sporulation
PF14621	RFX5 DNA-binding domain
PF14629	Origin recognition complex (ORC) subunit 4 C-terminus
PF14632	Acidic N-terminal SPT6
PF14633	SH2 domain
PF14634	zinc-RING finger domain
PF14635	Helix-hairpin-helix motif
PF14639	Holliday-junction resolvase-like of SPT6
PF14641	Helix-turn-helix DNA-binding domain of SPT6
PF14645	Chibby family
PF14646	MYCBP-associated protein family
PF14649	Spatacsin C-terminus
PF14652	Domain of unknown function (DUF4457)
PF14658	EF-hand domain
PF14661	HAUS augmin-like complex subunit 6 N-terminus
PF14662	Coiled-coil region of CCDC155 or KASH
PF14667	Polysaccharide biosynthesis C-terminal domain
PF14668	Rapamycin-insensitive companion of mTOR, domain 5
PF14670	Coagulation Factor Xa inhibitory site
PF14681	Uracil phosphoribosyltransferase
PF14685	Tricorn protease PDZ domain
PF14687	Domain of unknown function (DUF4460)
PF14688	Domain of unknown function (DUF4461)
PF14689	Sensor_kinase_SpoOB-type, alpha-helical domain
PF14691	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster
PF14696	Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal
PF14697	4Fe-4S dicluster domain
PF14698	Argininosuccinate lyase C-terminal
PF14701	Glycogen debranching enzyme, glucanotransferase domain
PF14707	C-terminal region of aryl-sulfatase
PF14709	double strand RNA binding domain from DEAD END PROTEIN 1
PF14710	Respiratory nitrate reductase alpha N-terminal
PF14711	Respiratory nitrate reductase beta C-terminal
PF14712	Snapin/Pallidin
PF14714	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal
PF14716	Helix-hairpin-helix domain
PF14718	Soluble lytic murein transglycosylase L domain
PF14722	Ki-ras-induced actin-interacting protein-IP3R-interacting domain
PF14723	Sperm-specific antigen 2 C-terminus
PF14726	Rotatin, an armadillo repeat protein, centriole functioning
PF14727	PTHB1 N-terminus
PF14728	PTHB1 C-terminus
PF14739	Domain of unknown function (DUF4472)
PF14744	WASH complex subunit 7
PF14745	WASH complex subunit 7, N-terminal
PF14746	WASH complex subunit 7, C-terminal
PF14748	Pyrroline-5-carboxylate reductase dimerisation
PF14760	Rnk N-terminus
PF14778	Olfactory receptor 4-like
PF14780	Domain of unknown function (DUF4477)
PF14783	Ciliary BBSome complex subunit 2, middle region
PF14791	DNA polymerase beta thumb
PF14796	Clathrin-adaptor complex-3 beta-1 subunit C-terminal
PF14797	Serine-rich region of AP3B1, clathrin-adaptor complex
PF14805	Tetrahydrodipicolinate N-succinyltransferase N-terminal
PF14806	Coatomer beta subunit appendage platform
PF14815	NUDIX domain
PF14816	Family of unknown function, FAM178
PF14818	Domain of unknown function (DUF4482)
PF14826	FACT complex subunit SPT16 N-terminal lobe domain
PF14833	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase
PF14835	zf-RING of BARD1-type protein
PF14840	Processivity clamp loader gamma complex DNA pol III C-term
PF14841	FliG middle domain
PF14842	FliG N-terminal domain
PF14843	Growth factor receptor domain IV
PF14844	PH domain associated with Beige/BEACH
PF14846	Domain of unknown function (DUF4485)
PF14849	YidC periplasmic domain
PF14850	DNA-binding domain of Proline dehydrogenase
PF14851	FAM176 family
PF14853	Fis1 C-terminal tetratricopeptide repeat
PF14863	Alkyl sulfatase dimerisation
PF14864	Alkyl sulfatase C-terminal
PF14881	Tubulin domain
PF14883	Hypothetical glycosyl hydrolase family 13
PF14893	PNMA
PF14905	Outer membrane protein beta-barrel family
PF14914	LRRC37A/B like protein 1 C-terminal domain
PF14915	CCDC144C protein coiled-coil region
PF14916	Coiled-coil domain of unknown function
PF14918	MDM2-binding
PF14919	MDM2-binding
PF14920	MDM2-binding
PF14931	Intraflagellar transport complex B, subunit 20
PF14932	HAUS augmin-like complex subunit 3
PF14938	Soluble NSF attachment protein, SNAP
PF14949	ARF7 effector protein C-terminus
PF14952	Putative treble-clef, zinc-finger, Zn-binding
PF14954	Limb expression 1
PF14957	Cdc42 effector
PF14960	ATP synthase regulation
PF14963	Calcium signal-modulating cyclophilin ligand
PF14965	Negative regulator of p53/TP53
PF14966	DNA repair REX1-B
PF14967	FAM70 protein
PF14973	TERF1-interacting nuclear factor 2 N-terminus
PF14974	Protein C10
PF14976	FAM72 protein
PF14985	TM140 protein family
PF14988	Domain of unknown function (DUF4515)
PF14989	Coiled-coil domain containing 32
PF15007	Centrosomal spindle body, CEP44
PF15009	Transmembrane protein 173
PF15014	Ceroid-lipofuscinosis neuronal protein 5
PF15017	Putative WW-binding domain and destruction box
PF15020	Cation channel sperm-associated protein subunit delta
PF15024	Glycosyltransferase family 18
PF15027	Domain of unknown function (DUF4525)
PF15035	Ciliary rootlet component, centrosome cohesion
PF15044	Mitochondrial function, CLU-N-term
PF15045	Clathrin-binding box of Aftiphilin, vesicle trafficking
PF15050	SCIMP protein
PF15062	Haemopoietic lineage transmembrane helix
PF15063	Thyroid cancer protein 1
PF15065	Lysosomal transcription factor, NCU-G1
PF15070	Putative golgin subfamily A member 2-like protein 5
PF15097	Immunoglobulin J chain
PF15134	Domain of unknown function (DUF4570)
PF15155	MORF4 family-associated protein1
PF15179	Myc target protein 1
PF15225	Interleukin 32
PF15227	zinc finger of C3HC4-type, RING
PF15229	POM121 family
PF15237	PTRF/SDPR family
PF15240	Proline-rich
PF15249	Conserved region of unknown function on GLTSCR protein
PF15250	Raftlin
PF15254	Coiled-coil domain-containing protein 14
PF15255	WASH complex subunit CAP-Z interacting, central region
PF15258	Protein family of FAM222A
PF15266	Domain of unknown function (DUF4594)
PF15273	NHS-like
PF15275	PEHE domain
PF15276	Protein phosphatase 1 binding
PF15277	Exocyst complex component SEC3 N-terminal PIP2 binding PH
PF15279	Sine oculis-binding protein
PF15281	Consortin C-terminus
PF15283	Domain of unknown function (DUF4595) with porin-like fold
PF15285	Beclin-1 BH3 domain, Bcl-2-interacting
PF15288	Zinc knuckle
PF15294	Leucine zipper
PF15295	Coiled-coil domain-containing protein 50 N-terminus
PF15299	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8
PF15303	E3 ubiquitin-protein ligase Arkadia N-terminus
PF15313	Hexamethylene bis-acetamide-inducible protein
PF15316	MyoD family inhibitor
PF15332	Lck-interacting transmembrane adapter 1
PF15336	Autism susceptibility gene 2 protein
PF15346	Arginine and glutamate-rich 1
PF15347	Phosphoprotein associated with glycosphingolipid-enriched
PF15349	DDB1- and CUL4-associated factor 16
PF15365	Proline-rich nuclear receptor coactivator motif
PF15375	Domain of unknown function (DUF4602)
PF15384	PAXX, PAralog of XRCC4 and XLF, also called C9orf142
PF15392	Joubert syndrome-associated
PF15395	Domain of unknown function (DUF4617)
PF15406	Pleckstrin homology domain
PF15409	Pleckstrin homology domain
PF15410	Pleckstrin homology domain
PF15413	Pleckstrin homology domain
PF15440	THRAP3/BCLAF1 family
PF15453	Protein incorporated later into Tight Junctions
PF15477	Small acidic protein family
PF15492	Neuroblastoma-amplified sequence, N terminal
PF15494	Scavenger receptor cysteine-rich domain
PF15499	Ubiquitin-specific peptidase-like, SUMO isopeptidase
PF15509	Domain of unknown function (DUF4650)
PF15519	linker between RRM2 and RRM3 domains in RBM39 protein
PF15546	Domain of unknown function (DUF4653)
PF15552	Domain of unknown function (DUF4657)
PF15607	Bacterial toxin 44
PF15608	PELOTA RNA binding domain
PF15612	WSTF, HB1, Itc1p, MBD9 motif 1
PF15613	Williams-Beuren syndrome DDT (WSD), D-TOX E motif
PF15615	TerB-C domain
PF15630	CENP-S protein
PF15632	ATP-grasp in the biosynthetic pathway with Ter operon
PF15663	Zinc-finger containing family
PF15678	Centriole duplication and mitotic chromosome congression
PF15687	Nuclear receptor-interacting protein 1 repression 1
PF15688	Nuclear receptor-interacting protein 1 repression 2
PF15689	Nuclear receptor-interacting protein 1 repression 3
PF15690	Nuclear receptor-interacting protein 1 repression 4
PF15711	Interleukin-like EMT inducer
PF15712	NPAT C terminus
PF15713	Protein tyrosine phosphatase receptor type C-associated
PF15714	Stage V sporulation protein T C-terminal, transcription factor
PF15717	Pericentriolar material 1 C terminus
PF15718	Protein moonraker
PF15722	FAM153 family
PF15734	Migration and invasion-inhibitory
PF15735	Domain of unknown function (DUF4683)
PF15740	Protein phosphatase 1 regulatory subunit 26 N-terminus
PF15741	Ligand-dependent nuclear receptor-interacting factor 1
PF15747	Domain of unknown function (DUF4687)
PF15748	Centriole, cilia and spindle-associated
PF15749	MRN-interacting protein
PF15750	Ubiquitin-binding zinc-finger
PF15751	FAAP20 FANCA interaction domain
PF15772	UPF0688 family
PF15776	Proline-rich protein family 22
PF15779	Leucine-rich repeat-containing protein 37 family
PF15780	Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin
PF15784	G-protein pathway suppressor 2-interacting domain
PF15785	Serine/threonine-protein kinase smg-1
PF15787	Domain of unknown function (DUF4704)
PF15788	Domain of unknown function (DUF4705)
PF15793	Protein family FAM35, C-terminal
PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase
PF15798	Proline-rich AKT1 substrate 1
PF15808	BCL-6 co-repressor, non-ankyrin-repeat region
PF15815	E3 ubiquitin-protein ligase makorin-1, C-terminal
PF15818	Coiled-coil domain-containing protein 73 family
PF15821	Domain of unknown function (DUF4709)
PF15822	MAPK-interacting and spindle-stabilising protein-like
PF15830	Domain of unknown function (DUF4712)
PF15852	Domain of unknown function (DUF4724)
PF15891	Nucleoside 2-deoxyribosyltransferase like
PF15898	cGMP-dependent protein kinase interacting domain
PF15901	Sortilin, neurotensin receptor 3, C-terminal
PF15902	Sortilin, neurotensin receptor 3,
PF15903	Filopodia upregulated, FAM65
PF15904	LKB1 serine/threonine kinase interacting protein 1
PF15905	Hyaluronan mediated motility receptor N-terminal
PF15907	Integrin-alpha FG-GAP repeat-containing protein 2
PF15909	C2H2-type zinc ribbon
PF15912	Virilizer, N-terminal
PF15913	Furin-like repeat, cysteine-rich
PF15914	FAM193 family C-terminal
PF15919	HicB_like antitoxin of bacterial toxin-antitoxin system
PF15926	E3 ubiquitin-protein ligase RNF220
PF15936	Domain of unknown function (DUF4749)
PF15949	Domain of unknown function (DUF4757)
PF15951	MITF/TFEB/TFEC/TFE3 N-terminus
PF15963	Myb DNA-binding like
PF15964	Centrosomal colon cancer autoantigen protein family
PF15967	Nucleoporin FG repeated region
PF15975	Flotillin
PF15985	KH domain
PF15990	UPF0767 family
PF15991	G-protein pathway suppressor
PF16004	116 kDa U5 small nuclear ribonucleoprotein component N-terminus
PF16016	VAD1 Analog of StAR-related lipid transfer domain
PF16025	Calcium-dependent calmodulin binding
PF16034	JAKMIP CC3 domain
PF16045	LisH
PF16050	Paf1 complex subunit CDC73 N-terminal
PF16057	Domain of unknown function (DUF4800)
PF16059	Domain of unknown function (DUF4801)
PF16076	Acyltransferase C-terminus
PF16078	2-oxoglutarate dehydrogenase N-terminus
PF16095	C-terminal of Roc, COR, domain
PF16096	Fragile X-related 1 protein C-terminal region 2
PF16097	Fragile X-related 1 protein C-terminal region 3
PF16098	Fragile X-related mental retardation protein C-terminal region 2
PF16103	Domain of unknown function (DUF4822)
PF16113	Enoyl-CoA hydratase/isomerase
PF16114	ATP citrate lyase citrate-binding
PF16124	RecQ zinc-binding
PF16131	Torus domain
PF16134	THO complex subunit 2 N-terminus
PF16158	Ig-like domain from next to BRCA1 gene
PF16159	FOXP coiled-coil domain
PF16164	VWA N-terminal
PF16165	Ferlin C-terminus
PF16168	Adhesin of bacterial autotransporter system, probable stalk
PF16172	DOCK N-terminus
PF16174	Intracellular hyaluronan-binding protein 4 N-terminal
PF16176	T-box transcription factor-associated
PF16177	Acetyl-coenzyme A synthetase N-terminus
PF16178	Dimerisation domain of Ca+-activated chloride-channel, anoctamin
PF16179	Rel homology dimerisation domain
PF16182	Putative adherens-junction anchoring region of AbLIM
PF16183	Kinesin-associated
PF16184	Cadherin-like
PF16186	Atypical Arm repeat
PF16187	Middle or third domain of peptidase_M16
PF16188	C-terminal region of peptidase_M24
PF16189	Creatinase/Prolidase N-terminal domain
PF16192	C-terminal four TMM region of protein-O-mannosyltransferase
PF16193	AAA C-terminal domain
PF16197	Ketoacyl-synthetase C-terminal extension
PF16198	tRNA pseudouridylate synthase B C-terminal domain
PF16199	Radical_SAM C-terminal domain
PF16200	C-terminal region of band_7
PF16203	ERCC3/RAD25/XPB C-terminal helicase
PF16206	C-terminal region of Mon2 protein
PF16207	RAWUL domain RING finger- and WD40-associated ubiquitin-like
PF16208	Keratin type II head
PF16211	C-terminus of histone H2A
PF16213	Dimerisation and cyclophilin-binding domain of Mon2
PF16214	Adenylyl cyclase N-terminal extracellular and transmembrane region
PF16242	Pyridoxamine 5'-phosphate oxidase like
PF16274	Qua1 domain
PF16275	Splicing factor 1 helix-hairpin domain
PF16276	Nucleophosmin C-terminal domain
PF16279	Domain of unknown function (DUF4927)
PF16288	Domain of unknown function (DUF4934)
PF16297	Domain of unknown function (DUF4939)
PF16300	Type of WD40 repeat
PF16323	Domain of unknown function (DUF4959)
PF16325	Peptidase family U32 C-terminal domain
PF16326	ABC transporter C-terminal domain
PF16330	MukB hinge domain
PF16344	Domain of unknown function (DUF4974)
PF16347	Domain of unknown function (DUF4976)
PF16353	Domain of unknown function(DUF4981)
PF16360	GTP-binding GTPase Middle Region
PF16363	GDP-mannose 4,6 dehydratase
PF16366	Cytoplasmic polyadenylation element-binding protein ZZ domain
PF16367	RNA recognition motif
PF16381	Coatomer subunit gamma-1 C-terminal appendage platform
PF16389	Domain of unknown function
PF16401	Domain of unknown function (DUF5009)
PF16413	DNA mismatch repair protein Mlh1 C-terminus
PF16415	CCR4-NOT transcription complex subunit 1 CAF1-binding domain
PF16417	CCR4-NOT transcription complex subunit 1 TTP binding domain
PF16418	CCR4-NOT transcription complex subunit 1 HEAT repeat
PF16421	E2F transcription factor CC-MB domain
PF16450	Proteasomal ATPase OB C-terminal domain
PF16454	Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain
PF16457	Pleckstrin homology domain
PF16470	Peptidase S8 pro-domain
PF16471	JNK-interacting protein leucine zipper II
PF16472	Domain of unknown function (DUF5050)
PF16482	Staufen C-terminal domain
PF16484	Carnitine O-palmitoyltransferase N-terminus
PF16489	GPCR-Autoproteolysis INducing (GAIN) domain
PF16493	N-terminal of Homeobox Meis and PKNOX1
PF16495	SWIRM-associated region 1
PF16496	SWIRM-associated domain at the N-terminal
PF16497	MHC-I family domain
PF16498	SWIRM-associated domain at the C-terminal
PF16516	Leucine zipper of domain CC2 of NEMO, NF-kappa-B essential modulator
PF16517	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
PF16527	Two-component sensor protein CpxA, periplasmic domain
PF16529	WD40 region of Ge1, enhancer of mRNA-decapping protein
PF16534	Ubiquitin-like oligomerisation domain of SATB
PF16544	Homodimerisation region of STAR domain protein
PF16545	Cerebral cavernous malformation protein, harmonin-homology
PF16546	Homodimerisation domain of SGTA
PF16551	Putative nuclear localisation signal of quaking
PF16553	BCORL-PCGF1-binding domain
PF16556	Interleukin-17 receptor, fibronectin-III-like domain 1
PF16557	CUT1-like DNA-binding domain of SATB
PF16559	GIT coiled-coil Rho guanine nucleotide exchange factor
PF16563	Coiled-coil and interaction region of P66A and P66B with MBD2
PF16566	Cell-cycle alteration and expression-elevated protein in tumour
PF16568	Tyrosine-rich domain of Sam68
PF16569	Gram-positive pilin backbone subunit 2, Cna-B-like domain
PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion
PF16577	UBA domain
PF16578	Interleukin 17 receptor D
PF16582	Middle domain of thiamine pyrophosphate
PF16586	Domain of unknown function (DUF5060)
PF16589	BRCT domain, a BRCA1 C-terminus domain
PF16591	Helical bimodular sensor domain
PF16597	Thyroglobulin_1 repeat associated disordered domain
PF16599	Unstructured linker region on PTN13 protein between PDZ
PF16601	Rabosyn-5 repeating NPF sequence-motif
PF16605	LSM-interacting associated unstructured
PF16607	Phosphorylation region of CYLD, unstructured
PF16608	TNRC6-PABC binding domain
PF16610	Unstructured region between two PDZ domains on Dlg5
PF16616	Unstructured region on Polyhomeotic-like protein 1 and 2
PF16617	Intersectin and clathrin adaptor AP2 binding region
PF16619	Unstructured region C-term to UIM in Ataxin3
PF16620	Unstructured linker between I-set domains 2 and 3 on MYLCK
PF16622	zinc-finger C2H2-type
PF16623	Unstructured linker region between on GAS7 protein
PF16625	Unstructured linking region I-set and fnIII on Brother of CDO
PF16631	Unstructured region 4 on terminal uridylyltransferase 7
PF16640	Bacterial Ig-like domain (group 3)
PF16641	CLIP1 zinc knuckle
PF16646	Axin-1 tankyrase binding domain
PF16652	Pleckstrin homology domain
PF16656	Purple acid Phosphatase, N-terminal domain
PF16657	Maltogenic Amylase, C-terminal domain
PF16658	Class II release factor RF3, C-terminal domain
PF16660	PHD finger protein 20-like protein 1
PF16661	Metallo-beta-lactamase superfamily domain
PF16663	Unstructured region on MAGI
PF16665	Unstructured region on nuclear receptor coactivator protein
PF16666	Unstructured region on MAGI
PF16667	Unstructured region 10 on multiple PDZ protein
PF16678	HOIP UBA domain pair
PF16680	T-cell surface glycoprotein CD3 delta chain
PF16681	Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain
PF16682	CXC domain of E3 ubiquitin-protein ligase MSL2
PF16685	zinc RING finger of MSL2
PF16686	ssDNA-binding domain of telomere protection protein
PF16687	beta-propeller of ELYS nucleoporin
PF16696	Zinc finger FYVE domain-containing protein 21 C-terminus
PF16697	Inner membrane component of T3SS, cytoplasmic domain
PF16698	Membrane-proximal domain, switch, for ADAM17
PF16700	Synphilin-1 alpha-Synuclein-binding domain
PF16704	Rab binding domain
PF16705	NUDIX, or N-terminal NPxY motif-rich, region of KRIT
PF16706	Izumo-like Immunoglobulin domain
PF16716	Bone marrow stromal antigen 2
PF16736	Single Cache-like
PF16737	PHD finger protein 12 MRG binding domain
PF16744	KIAA1045 RING finger
PF16746	BAR domain of APPL family
PF16754	Bacterial toxin homologue of phage lysozyme, C-term
PF16759	DNA ligase 3 BRCT domain
PF16766	Binding region of GANP to ENY2
PF16768	Nucleoporin homology of Germinal-centre associated nuclear protein
PF16769	MCM3AP domain of GANP
PF16770	Regulator of Ty1 transposition protein 107 BRCT domain
PF16794	Fibronectin-III type domain
PF16796	Microtubule binding
PF16801	Dimerisation domain of Male-specific-Lethal 1
PF16842	Occluded RNA-recognition motif
PF16863	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase
PF16866	PHD-finger
PF16868	NMT1-like family
PF16870	2-oxoglutarate dehydrogenase C-terminal
PF16875	Glycosyl hydrolase family 36 N-terminal domain
PF16876	Lipin/Ned1/Smp2 multi-domain protein middle domain
PF16878	Transcriptional regulator, SIX1, N-terminal SD domain
PF16880	N-terminal EH-domain containing protein
PF16881	N-terminal domain of lipoyl synthase of Radical_SAM family
PF16884	N-terminal domain of oxidoreductase
PF16885	Voltage-gated calcium channel subunit alpha, C-term
PF16889	Heparinase II/III N-terminus
PF16891	Serine-threonine protein phosphatase N-terminal domain
PF16893	Fibronectin type III domain
PF16897	C-terminal region of MMR_HSR1 domain
PF16899	Cyclin C-terminal domain
PF16900	Replication protein A OB domain
PF16901	C-terminal domain of alpha-glycerophosphate oxidase
PF16905	Voltage-dependent L-type calcium channel, IQ-associated
