Entry	Query	Entry name	Organism	Organism ID	Length	Status
Q7CHK7	Q7CHK7	RLMKL_YERPE	Yersinia pestis	632	706	reviewed
Q9P1U0	Q9P1U0	RPA12_HUMAN	Homo sapiens (Human)	9606	126	reviewed
Q81LA9	Q81LA9	RNPH_BACAN	Bacillus anthracis	1392	245	reviewed
Q8D1H3	Q8D1H3	RPOC_YERPE	Yersinia pestis	632	1406	reviewed
Q8NC42	Q8NC42	RN149_HUMAN	Homo sapiens (Human)	9606	400	reviewed
Q7L0R7	Q7L0R7	RNF44_HUMAN	Homo sapiens (Human)	9606	432	reviewed
Q8ZEC9	Q8ZEC9	RNFB_YERPE	Yersinia pestis	632	188	reviewed
Q8ZH30	Q8ZH30	RNH_YERPE	Yersinia pestis	632	154	reviewed
Q495C1	Q495C1	RN212_HUMAN	Homo sapiens (Human)	9606	297	reviewed
Q8ND24	Q8ND24	RN214_HUMAN	Homo sapiens (Human)	9606	703	reviewed
Q5VTB9	Q5VTB9	RN220_HUMAN	Homo sapiens (Human)	9606	566	reviewed
Q96E11	Q96E11	RRFM_HUMAN	Homo sapiens (Human)	9606	262	reviewed
Q0WJ78	Q0WJ78	RLMG_YERPE	Yersinia pestis	632	395	reviewed
Q96DM3	Q96DM3	RMC1_HUMAN	Homo sapiens (Human)	9606	657	reviewed
Q96A37	Q96A37	RN166_HUMAN	Homo sapiens (Human)	9606	237	reviewed
Q8ZED8	Q8ZED8	RNB_YERPE	Yersinia pestis	632	644	reviewed
Q7CJ72	Q7CJ72	RLMF_YERPE	Yersinia pestis	632	336	reviewed
Q96LZ7	Q96LZ7	RMD2_HUMAN	Homo sapiens (Human)	9606	410	reviewed
Q8ZEC8	Q8ZEC8	RNFA_YERPE	Yersinia pestis	632	193	reviewed
Q9H9V4	Q9H9V4	RN122_HUMAN	Homo sapiens (Human)	9606	155	reviewed
Q5NID1	Q5NID1	RPOC_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	1417	reviewed
Q9H6T3	Q9H6T3	RPAP3_HUMAN	Homo sapiens (Human)	9606	665	reviewed
Q9BT43	Q9BT43	RPC7L_HUMAN	Homo sapiens (Human)	9606	218	reviewed
Q5NID2	Q5NID2	RPOB_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	1358	reviewed
Q7CJM9	Q7CJM9	RLMN_YERPE	Yersinia pestis	632	398	reviewed
Q8ZJP8	Q8ZJP8	RNPH_YERPE	Yersinia pestis	632	238	reviewed
Q9UNE2	Q9UNE2	RPH3L_HUMAN	Homo sapiens (Human)	9606	315	reviewed
Q8ZGJ9	Q8ZGJ9	RPIA2_YERPE	Yersinia pestis	632	236	reviewed
Q8ZJJ7	Q8ZJJ7	RRAA_YERPE	Yersinia pestis	632	161	reviewed
Q92766	Q92766	RREB1_HUMAN	Homo sapiens (Human)	9606	1687	reviewed
Q8ZIF7	Q8ZIF7	RSMH_YERPE	Yersinia pestis	632	320	reviewed
Q9K5J7	Q9K5J7	RSBW_BACAN	Bacillus anthracis	1392	160	reviewed
Q96T23	Q96T23	RSF1_HUMAN	Homo sapiens (Human)	9606	1441	reviewed
Q9BUV0	Q9BUV0	RSRP1_HUMAN	Homo sapiens (Human)	9606	290	reviewed
P67812	P67812	SC11A_HUMAN	Homo sapiens (Human)	9606	179	reviewed
Q5K651	Q5K651	SAMD9_HUMAN	Homo sapiens (Human)	9606	1589	reviewed
O43865	O43865	SAHH2_HUMAN	Homo sapiens (Human)	9606	530	reviewed
Q8TCC7	Q8TCC7	S22A8_HUMAN	Homo sapiens (Human)	9606	542	reviewed
P07602	P07602	SAP_HUMAN	Homo sapiens (Human)	9606	524	reviewed
A3KN83	A3KN83	SBNO1_HUMAN	Homo sapiens (Human)	9606	1393	reviewed
Q9NSI8	Q9NSI8	SAMN1_HUMAN	Homo sapiens (Human)	9606	373	reviewed
Q9H2K8	Q9H2K8	TAOK3_HUMAN	Homo sapiens (Human)	9606	898	reviewed
P55735	P55735	SEC13_HUMAN	Homo sapiens (Human)	9606	322	reviewed
Q5NGR3	Q5NGR3	SECA_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	906	reviewed
Q8WUX1	Q8WUX1	S38A5_HUMAN	Homo sapiens (Human)	9606	472	reviewed
Q92973	Q92973	TNPO1_HUMAN	Homo sapiens (Human)	9606	898	reviewed
Q16881	Q16881	TRXR1_HUMAN	Homo sapiens (Human)	9606	649	reviewed
P48995	P48995	TRPC1_HUMAN	Homo sapiens (Human)	9606	793	reviewed
P35030	P35030	TRY3_HUMAN	Homo sapiens (Human)	9606	304	reviewed
Q99598	Q99598	TSNAX_HUMAN	Homo sapiens (Human)	9606	290	reviewed
Q9BVC6	Q9BVC6	TM109_HUMAN	Homo sapiens (Human)	9606	243	reviewed
Q15544	Q15544	TAF11_HUMAN	Homo sapiens (Human)	9606	211	reviewed
Q8ZGZ1	Q8ZGZ1	TOLB_YERPE	Yersinia pestis	632	430	reviewed
O95271	O95271	TNKS1_HUMAN	Homo sapiens (Human)	9606	1327	reviewed
O94842	O94842	TOX4_HUMAN	Homo sapiens (Human)	9606	621	reviewed
O43399	O43399	TPD54_HUMAN	Homo sapiens (Human)	9606	206	reviewed
Q8ZEG8	Q8ZEG8	TRPC_YERPE	Yersinia pestis	632	475	reviewed
O60637	O60637	TSN3_HUMAN	Homo sapiens (Human)	9606	253	reviewed
A2A3L6	A2A3L6	TTC24_HUMAN	Homo sapiens (Human)	9606	582	reviewed
Q9UPQ9	Q9UPQ9	TNR6B_HUMAN	Homo sapiens (Human)	9606	1833	reviewed
A5PLN9	A5PLN9	TPC13_HUMAN	Homo sapiens (Human)	9606	417	reviewed
Q5NER4	Q5NER4	TRUB_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	302	reviewed
Q81TL8	Q81TL8	TRPB_BACAN	Bacillus anthracis	1392	397	reviewed
O94826	O94826	TOM70_HUMAN	Homo sapiens (Human)	9606	608	reviewed
P21580	P21580	TNAP3_HUMAN	Homo sapiens (Human)	9606	790	reviewed
Q8WVT3	Q8WVT3	TPC12_HUMAN	Homo sapiens (Human)	9606	735	reviewed
P58700	P58700	TRPR_YERPE	Yersinia pestis	632	125	reviewed
Q9BVX2	Q9BVX2	T106C_HUMAN	Homo sapiens (Human)	9606	250	reviewed
P29084	P29084	T2EB_HUMAN	Homo sapiens (Human)	9606	291	reviewed
P37802	P37802	TAGL2_HUMAN	Homo sapiens (Human)	9606	199	reviewed
Q15545	Q15545	TAF7_HUMAN	Homo sapiens (Human)	9606	349	reviewed
Q15388	Q15388	TOM20_HUMAN	Homo sapiens (Human)	9606	145	reviewed
Q9Y228	Q9Y228	T3JAM_HUMAN	Homo sapiens (Human)	9606	551	reviewed
P21731	P21731	TA2R_HUMAN	Homo sapiens (Human)	9606	343	reviewed
P21675	P21675	TAF1_HUMAN	Homo sapiens (Human)	9606	1872	reviewed
Q96SJ8	Q96SJ8	TSN18_HUMAN	Homo sapiens (Human)	9606	248	reviewed
Q86TG1	Q86TG1	T150A_HUMAN	Homo sapiens (Human)	9606	271	reviewed
O15417	O15417	TNC18_HUMAN	Homo sapiens (Human)	9606	2968	reviewed
Q8ZEG9	Q8ZEG9	TRPB_YERPE	Yersinia pestis	632	396	reviewed
O95857	O95857	TSN13_HUMAN	Homo sapiens (Human)	9606	204	reviewed
O75365	O75365	TP4A3_HUMAN	Homo sapiens (Human)	9606	173	reviewed
Q8ZBP8	Q8ZBP8	TRUD_YERPE	Yersinia pestis	632	349	reviewed
P31314	P31314	TLX1_HUMAN	Homo sapiens (Human)	9606	330	reviewed
Q9NV12	Q9NV12	TM140_HUMAN	Homo sapiens (Human)	9606	185	reviewed
Q15363	Q15363	TMED2_HUMAN	Homo sapiens (Human)	9606	201	reviewed
P82094	P82094	TMF1_HUMAN	Homo sapiens (Human)	9606	1093	reviewed
Q15025	Q15025	TNIP1_HUMAN	Homo sapiens (Human)	9606	636	reviewed
Q9NP84	Q9NP84	TNR12_HUMAN	Homo sapiens (Human)	9606	129	reviewed
Q13148	Q13148	TADBP_HUMAN	Homo sapiens (Human)	9606	414	reviewed
Q92844	Q92844	TANK_HUMAN	Homo sapiens (Human)	9606	425	reviewed
Q9H330	Q9H330	TM245_HUMAN	Homo sapiens (Human)	9606	879	reviewed
Q96A57	Q96A57	TM230_HUMAN	Homo sapiens (Human)	9606	120	reviewed
Q8ZEH0	Q8ZEH0	TRPA_YERPE	Yersinia pestis	632	268	reviewed
Q96HP8	Q96HP8	T176A_HUMAN	Homo sapiens (Human)	9606	235	reviewed
P13984	P13984	T2FB_HUMAN	Homo sapiens (Human)	9606	249	reviewed
P49848	P49848	TAF6_HUMAN	Homo sapiens (Human)	9606	677	reviewed
O75528	O75528	TADA3_HUMAN	Homo sapiens (Human)	9606	432	reviewed
O00206	O00206	TLR4_HUMAN	Homo sapiens (Human)	9606	839	reviewed
Q9NYK1	Q9NYK1	TLR7_HUMAN	Homo sapiens (Human)	9606	1049	reviewed
Q7Z422	Q7Z422	SZRD1_HUMAN	Homo sapiens (Human)	9606	152	reviewed
Q8IUX1	Q8IUX1	T126B_HUMAN	Homo sapiens (Human)	9606	230	reviewed
Q9NYJ8	Q9NYJ8	TAB2_HUMAN	Homo sapiens (Human)	9606	693	reviewed
O94876	O94876	TMCC1_HUMAN	Homo sapiens (Human)	9606	653	reviewed
Q92547	Q92547	TOPB1_HUMAN	Homo sapiens (Human)	9606	1522	reviewed
Q9ULS5	Q9ULS5	TMCC3_HUMAN	Homo sapiens (Human)	9606	477	reviewed
Q81TM1	Q81TM1	TRPD_BACAN	Bacillus anthracis	1392	341	reviewed
Q8N394	Q8N394	TMTC2_HUMAN	Homo sapiens (Human)	9606	836	reviewed
Q71RG4	Q71RG4	TMUB2_HUMAN	Homo sapiens (Human)	9606	321	reviewed
Q92956	Q92956	TNR14_HUMAN	Homo sapiens (Human)	9606	283	reviewed
Q8TEL6	Q8TEL6	TP4AP_HUMAN	Homo sapiens (Human)	9606	797	reviewed
P07204	P07204	TRBM_HUMAN	Homo sapiens (Human)	9606	575	reviewed
Q96NL6	Q96NL6	SCLT1_HUMAN	Homo sapiens (Human)	9606	688	reviewed
Q6UWF3	Q6UWF3	SCIMP_HUMAN	Homo sapiens (Human)	9606	145	reviewed
Q81UI7	Q81UI7	SECA2_BACAN	Bacillus anthracis	1392	788	reviewed
Q7CGB6	Q7CGB6	SECA_YERPE	Yersinia pestis	632	904	reviewed
Q14242	Q14242	SELPL_HUMAN	Homo sapiens (Human)	9606	412	reviewed
Q8ZEK1	Q8ZEK1	SELD_YERPE	Yersinia pestis	632	348	reviewed
P53992	P53992	SC24C_HUMAN	Homo sapiens (Human)	9606	1094	reviewed
O15126	O15126	SCAM1_HUMAN	Homo sapiens (Human)	9606	338	reviewed
O00560	O00560	SDCB1_HUMAN	Homo sapiens (Human)	9606	298	reviewed
P08579	P08579	RU2B_HUMAN	Homo sapiens (Human)	9606	225	reviewed
Q9NQC3	Q9NQC3	RTN4_HUMAN	Homo sapiens (Human)	9606	1192	reviewed
Q9BY42	Q9BY42	RTF2_HUMAN	Homo sapiens (Human)	9606	306	reviewed
Q7L099	Q7L099	RUFY3_HUMAN	Homo sapiens (Human)	9606	469	reviewed
Q86VV8	Q86VV8	RTTN_HUMAN	Homo sapiens (Human)	9606	2226	reviewed
Q8WXA3	Q8WXA3	RUFY2_HUMAN	Homo sapiens (Human)	9606	606	reviewed
Q9Y224	Q9Y224	RTRAF_HUMAN	Homo sapiens (Human)	9606	244	reviewed
Q6ICC9	Q6ICC9	RTL6_HUMAN	Homo sapiens (Human)	9606	239	reviewed
Q13761	Q13761	RUNX3_HUMAN	Homo sapiens (Human)	9606	415	reviewed
P51991	P51991	ROA3_HUMAN	Homo sapiens (Human)	9606	378	reviewed
Q9NQZ2	Q9NQZ2	SAS10_HUMAN	Homo sapiens (Human)	9606	479	reviewed
Q9UIL1	Q9UIL1	SCOC_HUMAN	Homo sapiens (Human)	9606	159	reviewed
O14776	O14776	TCRG1_HUMAN	Homo sapiens (Human)	9606	1098	reviewed
O95295	O95295	SNAPN_HUMAN	Homo sapiens (Human)	9606	136	reviewed
O43760	O43760	SNG2_HUMAN	Homo sapiens (Human)	9606	224	reviewed
Q9Y6H5	Q9Y6H5	SNCAP_HUMAN	Homo sapiens (Human)	9606	919	reviewed
O60749	O60749	SNX2_HUMAN	Homo sapiens (Human)	9606	519	reviewed
P01241	P01241	SOMA_HUMAN	Homo sapiens (Human)	9606	217	reviewed
P18583	P18583	SON_HUMAN	Homo sapiens (Human)	9606	2426	reviewed
P30626	P30626	SORCN_HUMAN	Homo sapiens (Human)	9606	198	reviewed
Q07889	Q07889	SOS1_HUMAN	Homo sapiens (Human)	9606	1333	reviewed
Q8ZJN2	Q8ZJN2	TDH_YERPE	Yersinia pestis	632	341	reviewed
Q96R06	Q96R06	SPAG5_HUMAN	Homo sapiens (Human)	9606	1193	reviewed
Q10587	Q10587	TEF_HUMAN	Homo sapiens (Human)	9606	303	reviewed
P22105	P22105	TENX_HUMAN	Homo sapiens (Human)	9606	4244	reviewed
Q96I25	Q96I25	SPF45_HUMAN	Homo sapiens (Human)	9606	401	reviewed
P55072	P55072	TERA_HUMAN	Homo sapiens (Human)	9606	806	reviewed
Q01892	Q01892	SPIB_HUMAN	Homo sapiens (Human)	9606	262	reviewed
Q8N0Z3	Q8N0Z3	SPICE_HUMAN	Homo sapiens (Human)	9606	855	reviewed
Q96JI7	Q96JI7	SPTCS_HUMAN	Homo sapiens (Human)	9606	2443	reviewed
Q8WUA4	Q8WUA4	TF3C2_HUMAN	Homo sapiens (Human)	9606	911	reviewed
Q9Y5Q9	Q9Y5Q9	TF3C3_HUMAN	Homo sapiens (Human)	9606	886	reviewed
Q8WXA9	Q8WXA9	SREK1_HUMAN	Homo sapiens (Human)	9606	508	reviewed
Q9UHB9	Q9UHB9	SRP68_HUMAN	Homo sapiens (Human)	9606	627	reviewed
Q13247	Q13247	SRSF6_HUMAN	Homo sapiens (Human)	9606	344	reviewed
P81877	P81877	SSBP2_HUMAN	Homo sapiens (Human)	9606	361	reviewed
O43294	O43294	TGFI1_HUMAN	Homo sapiens (Human)	9606	461	reviewed
O94768	O94768	ST17B_HUMAN	Homo sapiens (Human)	9606	372	reviewed
P50225	P50225	ST1A1_HUMAN	Homo sapiens (Human)	9606	295	reviewed
P52630	P52630	STAT2_HUMAN	Homo sapiens (Human)	9606	851	reviewed
Q8ZA97	Q8ZA97	STHA_YERPE	Yersinia pestis	632	466	reviewed
Q15831	Q15831	STK11_HUMAN	Homo sapiens (Human)	9606	433	reviewed
Q9UJZ1	Q9UJZ1	STML2_HUMAN	Homo sapiens (Human)	9606	356	reviewed
P16949	P16949	STMN1_HUMAN	Homo sapiens (Human)	9606	149	reviewed
Q13277	Q13277	STX3_HUMAN	Homo sapiens (Human)	9606	289	reviewed
Q9UNK0	Q9UNK0	STX8_HUMAN	Homo sapiens (Human)	9606	236	reviewed
Q6ZWJ1	Q6ZWJ1	STXB4_HUMAN	Homo sapiens (Human)	9606	553	reviewed
Q8N0X2	Q8N0X2	SPG16_HUMAN	Homo sapiens (Human)	9606	631	reviewed
Q9Y657	Q9Y657	SPIN1_HUMAN	Homo sapiens (Human)	9606	262	reviewed
Q6N021	Q6N021	TET2_HUMAN	Homo sapiens (Human)	9606	2002	reviewed
O43151	O43151	TET3_HUMAN	Homo sapiens (Human)	9606	1660	reviewed
Q8TCT7	Q8TCT7	SPP2B_HUMAN	Homo sapiens (Human)	9606	592	reviewed
Q12789	Q12789	TF3C1_HUMAN	Homo sapiens (Human)	9606	2109	reviewed
O00267	O00267	SPT5H_HUMAN	Homo sapiens (Human)	9606	1087	reviewed
P11277	P11277	SPTB1_HUMAN	Homo sapiens (Human)	9606	2137	reviewed
Q9NQB0	Q9NQB0	TF7L2_HUMAN	Homo sapiens (Human)	9606	619	reviewed
P19532	P19532	TFE3_HUMAN	Homo sapiens (Human)	9606	575	reviewed
P0C1Z6	P0C1Z6	TFPT_HUMAN	Homo sapiens (Human)	9606	253	reviewed
P11831	P11831	SRF_HUMAN	Homo sapiens (Human)	9606	508	reviewed
P10124	P10124	SRGN_HUMAN	Homo sapiens (Human)	9606	158	reviewed
P49458	P49458	SRP09_HUMAN	Homo sapiens (Human)	9606	86	reviewed
P37108	P37108	SRP14_HUMAN	Homo sapiens (Human)	9606	136	reviewed
P61011	P61011	SRP54_HUMAN	Homo sapiens (Human)	9606	504	reviewed
Q13243	Q13243	SRSF5_HUMAN	Homo sapiens (Human)	9606	272	reviewed
Q14140	Q14140	SRTD2_HUMAN	Homo sapiens (Human)	9606	314	reviewed
P43308	P43308	SSRB_HUMAN	Homo sapiens (Human)	9606	183	reviewed
Q96RS0	Q96RS0	TGS1_HUMAN	Homo sapiens (Human)	9606	853	reviewed
Q5NFU8	Q5NFU8	TGT_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	367	reviewed
Q9UEE5	Q9UEE5	ST17A_HUMAN	Homo sapiens (Human)	9606	414	reviewed
O94864	O94864	ST65G_HUMAN	Homo sapiens (Human)	9606	414	reviewed
P40763	P40763	STAT3_HUMAN	Homo sapiens (Human)	9606	770	reviewed
P42224	P42224	STAT1_HUMAN	Homo sapiens (Human)	9606	750	reviewed
Q8NA92	Q8NA92	THAP8_HUMAN	Homo sapiens (Human)	9606	274	reviewed
Q9H3M7	Q9H3M7	TXNIP_HUMAN	Homo sapiens (Human)	9606	391	reviewed
Q5NFK5	Q5NFK5	TYSY_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	274	reviewed
P63279	P63279	UBC9_HUMAN	Homo sapiens (Human)	9606	158	reviewed
Q7CKP5	Q7CKP5	UBIA_YERPE	Yersinia pestis	632	288	reviewed
O43914	O43914	TYOBP_HUMAN	Homo sapiens (Human)	9606	113	reviewed
O43396	O43396	TXNL1_HUMAN	Homo sapiens (Human)	9606	289	reviewed
O95551	O95551	TYDP2_HUMAN	Homo sapiens (Human)	9606	362	reviewed
Q6IBS0	Q6IBS0	TWF2_HUMAN	Homo sapiens (Human)	9606	349	reviewed
O14907	O14907	TX1B3_HUMAN	Homo sapiens (Human)	9606	124	reviewed
Q01081	Q01081	U2AF1_HUMAN	Homo sapiens (Human)	9606	240	reviewed
Q9Y5Z9	Q9Y5Z9	UBIA1_HUMAN	Homo sapiens (Human)	9606	338	reviewed
Q7CKV6	Q7CKV6	UGPA_YERPE	Yersinia pestis	632	295	reviewed
Q9RMW6	Q9RMW6	Y6593_BACAN	Bacillus anthracis	1392	197	reviewed
Q70EK8	Q70EK8	UBP53_HUMAN	Homo sapiens (Human)	9606	1073	reviewed
Q8ZES0	Q8ZES0	Y2083_YERPE	Yersinia pestis	632	148	reviewed
Q8ZEL2	Q8ZEL2	Y2152_YERPE	Yersinia pestis	632	424	reviewed
Q81R83	Q81R83	Y2173_BACAN	Bacillus anthracis	1392	144	reviewed
Q8ZD12	Q8ZD12	Y2781_YERPE	Yersinia pestis	632	182	reviewed
Q7Z739	Q7Z739	YTHD3_HUMAN	Homo sapiens (Human)	9606	585	reviewed
P68587	P68587	YSCP_YERPE	Yersinia pestis	632	455	reviewed
P69986	P69986	YSCU_YERPE	Yersinia pestis	632	354	reviewed
Q8ZB88	Q8ZB88	YTFE_YERPE	Yersinia pestis	632	221	reviewed
Q81KP9	Q81KP9	Y4944_BACAN	Bacillus anthracis	1392	270	reviewed
Q81VJ7	Q81VJ7	Y200_BACAN	Bacillus anthracis	1392	283	reviewed
P69984	P69984	YSCT_YERPE	Yersinia pestis	632	261	reviewed
Q81YT1	Q81YT1	Y551_BACAN	Bacillus anthracis	1392	391	reviewed
Q96MU7	Q96MU7	YTDC1_HUMAN	Homo sapiens (Human)	9606	727	reviewed
Q8ZAP5	Q8ZAP5	RPOB_YERPE	Yersinia pestis	632	1342	reviewed
P77819	P77819	RPOC_BACAN	Bacillus anthracis	1392	1203	reviewed
Q9NZE8	Q9NZE8	RM35_HUMAN	Homo sapiens (Human)	9606	188	reviewed
Q9H871	Q9H871	RMD5A_HUMAN	Homo sapiens (Human)	9606	391	reviewed
Q96LT9	Q96LT9	RNPC3_HUMAN	Homo sapiens (Human)	9606	517	reviewed
O00584	O00584	RNT2_HUMAN	Homo sapiens (Human)	9606	256	reviewed
Q5NGI2	Q5NGI2	RNPH_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	235	reviewed
Q8TEU7	Q8TEU7	RPGF6_HUMAN	Homo sapiens (Human)	9606	1601	reviewed
Q81ZF8	Q81ZF8	ROCA_BACAN	Bacillus anthracis	1392	515	reviewed
Q9GZN7	Q9GZN7	ROGDI_HUMAN	Homo sapiens (Human)	9606	287	reviewed
Q9HAU8	Q9HAU8	RNPL1_HUMAN	Homo sapiens (Human)	9606	725	reviewed
P22626	P22626	ROA2_HUMAN	Homo sapiens (Human)	9606	353	reviewed
Q9HCK4	Q9HCK4	ROBO2_HUMAN	Homo sapiens (Human)	9606	1378	reviewed
O95707	O95707	RPP29_HUMAN	Homo sapiens (Human)	9606	220	reviewed
O95980	O95980	RECK_HUMAN	Homo sapiens (Human)	9606	971	reviewed
P54725	P54725	RD23A_HUMAN	Homo sapiens (Human)	9606	363	reviewed
Q68EM7	Q68EM7	RHG17_HUMAN	Homo sapiens (Human)	9606	881	reviewed
Q5EBL4	Q5EBL4	RIPL1_HUMAN	Homo sapiens (Human)	9606	403	reviewed
Q99496	Q99496	RING2_HUMAN	Homo sapiens (Human)	9606	336	reviewed
Q96QB1	Q96QB1	RHG07_HUMAN	Homo sapiens (Human)	9606	1528	reviewed
A7KAX9	A7KAX9	RHG32_HUMAN	Homo sapiens (Human)	9606	2087	reviewed
Q9NPQ8	Q9NPQ8	RIC8A_HUMAN	Homo sapiens (Human)	9606	531	reviewed
Q6ZUM4	Q6ZUM4	RHG27_HUMAN	Homo sapiens (Human)	9606	889	reviewed
Q5UIP0	Q5UIP0	RIF1_HUMAN	Homo sapiens (Human)	9606	2472	reviewed
Q9HAU5	Q9HAU5	RENT2_HUMAN	Homo sapiens (Human)	9606	1272	reviewed
Q06587	Q06587	RING1_HUMAN	Homo sapiens (Human)	9606	406	reviewed
Q52LW3	Q52LW3	RHG29_HUMAN	Homo sapiens (Human)	9606	1261	reviewed
Q9Y4F9	Q9Y4F9	RIPR2_HUMAN	Homo sapiens (Human)	9606	1068	reviewed
Q6NUQ1	Q6NUQ1	RINT1_HUMAN	Homo sapiens (Human)	9606	792	reviewed
P49796	P49796	RGS3_HUMAN	Homo sapiens (Human)	9606	1198	reviewed
P61586	P61586	RHOA_HUMAN	Homo sapiens (Human)	9606	193	reviewed
Q7Z6I6	Q7Z6I6	RHG30_HUMAN	Homo sapiens (Human)	9606	1101	reviewed
Q92785	Q92785	REQU_HUMAN	Homo sapiens (Human)	9606	391	reviewed
Q7CHW4	Q7CHW4	PURT_YERPE	Yersinia pestis	632	393	reviewed
Q8ZC32	Q8ZC32	QUEA_YERPE	Yersinia pestis	632	356	reviewed
Q96S59	Q96S59	RANB9_HUMAN	Homo sapiens (Human)	9606	729	reviewed
Q5NHS1	Q5NHS1	PYRG_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	546	reviewed
Q9BRP8	Q9BRP8	PYM1_HUMAN	Homo sapiens (Human)	9606	204	reviewed
Q81JW1	Q81JW1	PYRG_BACAN	Bacillus anthracis	1392	535	reviewed
Q9H0U4	Q9H0U4	RAB1B_HUMAN	Homo sapiens (Human)	9606	201	reviewed
Q08J23	Q08J23	NSUN2_HUMAN	Homo sapiens (Human)	9606	767	reviewed
Q8IVF1	Q8IVF1	NTM2A_HUMAN	Homo sapiens (Human)	9606	878	reviewed
Q02218	Q02218	ODO1_HUMAN	Homo sapiens (Human)	9606	1023	reviewed
Q9UPG8	Q9UPG8	PLAL2_HUMAN	Homo sapiens (Human)	9606	496	reviewed
Q6P4A8	Q6P4A8	PLBL1_HUMAN	Homo sapiens (Human)	9606	553	reviewed
Q04941	Q04941	PLP2_HUMAN	Homo sapiens (Human)	9606	152	reviewed
O14494	O14494	PLPP1_HUMAN	Homo sapiens (Human)	9606	284	reviewed
Q8NEB5	Q8NEB5	PLPP5_HUMAN	Homo sapiens (Human)	9606	264	reviewed
O43660	O43660	PLRG1_HUMAN	Homo sapiens (Human)	9606	514	reviewed
O15162	O15162	PLS1_HUMAN	Homo sapiens (Human)	9606	318	reviewed
Q9NRY6	Q9NRY6	PLS3_HUMAN	Homo sapiens (Human)	9606	295	reviewed
Q9NRQ2	Q9NRQ2	PLS4_HUMAN	Homo sapiens (Human)	9606	329	reviewed
Q96SN7	Q96SN7	ORAI2_HUMAN	Homo sapiens (Human)	9606	254	reviewed
Q9UBD5	Q9UBD5	ORC3_HUMAN	Homo sapiens (Human)	9606	711	reviewed
O43929	O43929	ORC4_HUMAN	Homo sapiens (Human)	9606	436	reviewed
Q9BZF1	Q9BZF1	OSBL8_HUMAN	Homo sapiens (Human)	9606	889	reviewed
Q96SU4	Q96SU4	OSBL9_HUMAN	Homo sapiens (Human)	9606	736	reviewed
Q8IYS5	Q8IYS5	OSCAR_HUMAN	Homo sapiens (Human)	9606	282	reviewed
Q9NX31	Q9NX31	OSER1_HUMAN	Homo sapiens (Human)	9606	292	reviewed
Q8ZBG8	Q8ZBG8	OTC_YERPE	Yersinia pestis	632	335	reviewed
Q8TBY8	Q8TBY8	PMFBP_HUMAN	Homo sapiens (Human)	9606	1007	reviewed
Q96HP4	Q96HP4	OXND1_HUMAN	Homo sapiens (Human)	9606	312	reviewed
Q96HA1	Q96HA1	P121A_HUMAN	Homo sapiens (Human)	9606	1249	reviewed
Q81WF4	Q81WF4	PYRDB_BACAN	Bacillus anthracis	1392	309	reviewed
Q8IUH3	Q8IUH3	RBM45_HUMAN	Homo sapiens (Human)	9606	476	reviewed
Q9NTZ6	Q9NTZ6	RBM12_HUMAN	Homo sapiens (Human)	9606	932	reviewed
Q5HYI8	Q5HYI8	RABL3_HUMAN	Homo sapiens (Human)	9606	236	reviewed
Q8TDY2	Q8TDY2	RBCC1_HUMAN	Homo sapiens (Human)	9606	1594	reviewed
A0AV96	A0AV96	RBM47_HUMAN	Homo sapiens (Human)	9606	593	reviewed
Q9BWF3	Q9BWF3	RBM4_HUMAN	Homo sapiens (Human)	9606	364	reviewed
O14966	O14966	RAB7L_HUMAN	Homo sapiens (Human)	9606	203	reviewed
P49792	P49792	RBP2_HUMAN	Homo sapiens (Human)	9606	3224	reviewed
Q8NDN9	Q8NDN9	RCBT1_HUMAN	Homo sapiens (Human)	9606	531	reviewed
P63244	P63244	RACK1_HUMAN	Homo sapiens (Human)	9606	317	reviewed
P26374	P26374	RAE2_HUMAN	Homo sapiens (Human)	9606	656	reviewed
Q08999	Q08999	RBL2_HUMAN	Homo sapiens (Human)	9606	1139	reviewed
P78332	P78332	RBM6_HUMAN	Homo sapiens (Human)	9606	1123	reviewed
Q9BZG1	Q9BZG1	RAB34_HUMAN	Homo sapiens (Human)	9606	259	reviewed
Q96AX2	Q96AX2	RAB37_HUMAN	Homo sapiens (Human)	9606	223	reviewed
P43487	P43487	RANG_HUMAN	Homo sapiens (Human)	9606	201	reviewed
P51159	P51159	RB27A_HUMAN	Homo sapiens (Human)	9606	221	reviewed
Q96EV2	Q96EV2	RBM33_HUMAN	Homo sapiens (Human)	9606	1170	reviewed
Q8ZB41	Q8ZB41	RAPZ_YERPE	Yersinia pestis	632	284	reviewed
Q7Z5J4	Q7Z5J4	RAI1_HUMAN	Homo sapiens (Human)	9606	1906	reviewed
